Period;#;Cum. net profit;Net profit;Gross profit;Gross loss;Commission;Cum. max. drawdown;Max. drawdown;% Win;Avg. trade;Avg. winner;Avg. loser;Lrg. winner;Lrg. loser;MTR;Avg. MAE;Avg. MFE;Avg. ETD;% Trade;
04/01/2019;1;79,32 $;79,32 $;79,32 $;0,00 $;5,68 $;0,00 $;0,00 $;100,00%;79,32 $;79,32 $;0,00 $;79,32 $;0,00 $;30,00;75,00 $;135,00 $;55,68 $;0,11%;
07/01/2019;1;163,64 $;84,32 $;84,32 $;0,00 $;5,68 $;0,00 $;0,00 $;100,00%;84,32 $;84,32 $;0,00 $;84,32 $;0,00 $;30,00;145,00 $;225,00 $;140,68 $;0,11%;
08/01/2019;1;-162,04 $;-325,68 $;0,00 $;-325,68 $;5,68 $;-325,68 $;-325,68 $;0,00%;-325,68 $;0,00 $;-325,68 $;0,00 $;-325,68 $;30,00;445,00 $;15,00 $;340,68 $;0,11%;
16/01/2019;1;-87,72 $;74,32 $;74,32 $;0,00 $;5,68 $;-251,36 $;0,00 $;100,00%;74,32 $;74,32 $;0,00 $;74,32 $;0,00 $;30,00;60,00 $;80,00 $;5,68 $;0,11%;
22/01/2019;1;91,60 $;179,32 $;179,32 $;0,00 $;5,68 $;-72,04 $;0,00 $;100,00%;179,32 $;179,32 $;0,00 $;179,32 $;0,00 $;30,00;50,00 $;195,00 $;15,68 $;0,11%;
24/01/2019;1;100,92 $;9,32 $;9,32 $;0,00 $;5,68 $;-62,72 $;0,00 $;100,00%;9,32 $;9,32 $;0,00 $;9,32 $;0,00 $;30,00;95,00 $;75,00 $;65,68 $;0,11%;
25/01/2019;1;225,24 $;124,32 $;124,32 $;0,00 $;5,68 $;0,00 $;0,00 $;100,00%;124,32 $;124,32 $;0,00 $;124,32 $;0,00 $;30,00;30,00 $;170,00 $;45,68 $;0,11%;
31/01/2019;1;114,56 $;-110,68 $;0,00 $;-110,68 $;5,68 $;-110,68 $;-110,68 $;0,00%;-110,68 $;0,00 $;-110,68 $;0,00 $;-110,68 $;15,00;120,00 $;0,00 $;110,68 $;0,11%;
01/02/2019;1;128,88 $;14,32 $;14,32 $;0,00 $;5,68 $;-96,36 $;0,00 $;100,00%;14,32 $;14,32 $;0,00 $;14,32 $;0,00 $;15,00;45,00 $;50,00 $;35,68 $;0,11%;
04/02/2019;1;113,20 $;-15,68 $;0,00 $;-15,68 $;5,68 $;-112,04 $;-15,68 $;0,00%;-15,68 $;0,00 $;-15,68 $;0,00 $;-15,68 $;30,00;60,00 $;70,00 $;85,68 $;0,11%;
05/02/2019;1;102,52 $;-10,68 $;0,00 $;-10,68 $;5,68 $;-122,72 $;-10,68 $;0,00%;-10,68 $;0,00 $;-10,68 $;0,00 $;-10,68 $;30,00;90,00 $;45,00 $;55,68 $;0,11%;
07/02/2019;1;76,84 $;-25,68 $;0,00 $;-25,68 $;5,68 $;-148,40 $;-25,68 $;0,00%;-25,68 $;0,00 $;-25,68 $;0,00 $;-25,68 $;30,00;150,00 $;65,00 $;90,68 $;0,11%;
12/02/2019;1;41,16 $;-35,68 $;0,00 $;-35,68 $;5,68 $;-184,08 $;-35,68 $;0,00%;-35,68 $;0,00 $;-35,68 $;0,00 $;-35,68 $;30,00;50,00 $;65,00 $;100,68 $;0,11%;
13/02/2019;1;-54,52 $;-95,68 $;0,00 $;-95,68 $;5,68 $;-279,76 $;-95,68 $;0,00%;-95,68 $;0,00 $;-95,68 $;0,00 $;-95,68 $;15,00;115,00 $;45,00 $;140,68 $;0,11%;
14/02/2019;1;-10,20 $;44,32 $;44,32 $;0,00 $;5,68 $;-235,44 $;0,00 $;100,00%;44,32 $;44,32 $;0,00 $;44,32 $;0,00 $;30,00;40,00 $;75,00 $;30,68 $;0,11%;
15/02/2019;1;184,12 $;194,32 $;194,32 $;0,00 $;5,68 $;-41,12 $;0,00 $;100,00%;194,32 $;194,32 $;0,00 $;194,32 $;0,00 $;30,00;45,00 $;210,00 $;15,68 $;0,11%;
19/02/2019;1;193,44 $;9,32 $;9,32 $;0,00 $;5,68 $;-31,80 $;0,00 $;100,00%;9,32 $;9,32 $;0,00 $;9,32 $;0,00 $;30,00;85,00 $;55,00 $;45,68 $;0,11%;
21/02/2019;1;317,76 $;124,32 $;124,32 $;0,00 $;5,68 $;0,00 $;0,00 $;100,00%;124,32 $;124,32 $;0,00 $;124,32 $;0,00 $;30,00;10,00 $;165,00 $;40,68 $;0,11%;
22/02/2019;1;172,08 $;-145,68 $;0,00 $;-145,68 $;5,68 $;-145,68 $;-145,68 $;0,00%;-145,68 $;0,00 $;-145,68 $;0,00 $;-145,68 $;30,00;175,00 $;10,00 $;155,68 $;0,11%;
25/02/2019;1;186,40 $;14,32 $;14,32 $;0,00 $;5,68 $;-131,36 $;0,00 $;100,00%;14,32 $;14,32 $;0,00 $;14,32 $;0,00 $;30,00;50,00 $;65,00 $;50,68 $;0,11%;
06/03/2019;1;160,72 $;-25,68 $;0,00 $;-25,68 $;5,68 $;-157,04 $;-25,68 $;0,00%;-25,68 $;0,00 $;-25,68 $;0,00 $;-25,68 $;30,00;20,00 $;45,00 $;70,68 $;0,11%;
11/03/2019;1;150,04 $;-10,68 $;0,00 $;-10,68 $;5,68 $;-167,72 $;-10,68 $;0,00%;-10,68 $;0,00 $;-10,68 $;0,00 $;-10,68 $;30,00;105,00 $;95,00 $;105,68 $;0,11%;
12/03/2019;1;119,36 $;-30,68 $;0,00 $;-30,68 $;5,68 $;-198,40 $;-30,68 $;0,00%;-30,68 $;0,00 $;-30,68 $;0,00 $;-30,68 $;30,00;70,00 $;50,00 $;80,68 $;0,11%;
14/03/2019;1;-31,32 $;-150,68 $;0,00 $;-150,68 $;5,68 $;-349,08 $;-150,68 $;0,00%;-150,68 $;0,00 $;-150,68 $;0,00 $;-150,68 $;15,00;280,00 $;0,00 $;150,68 $;0,11%;
15/03/2019;1;-197,00 $;-165,68 $;0,00 $;-165,68 $;5,68 $;-514,76 $;-165,68 $;0,00%;-165,68 $;0,00 $;-165,68 $;0,00 $;-165,68 $;30,00;205,00 $;10,00 $;175,68 $;0,11%;
19/03/2019;1;-342,68 $;-145,68 $;0,00 $;-145,68 $;5,68 $;-660,44 $;-145,68 $;0,00%;-145,68 $;0,00 $;-145,68 $;0,00 $;-145,68 $;15,00;170,00 $;20,00 $;165,68 $;0,11%;
25/03/2019;1;-278,36 $;64,32 $;64,32 $;0,00 $;5,68 $;-596,12 $;0,00 $;100,00%;64,32 $;64,32 $;0,00 $;64,32 $;0,00 $;30,00;110,00 $;80,00 $;15,68 $;0,11%;
26/03/2019;1;-279,04 $;-0,68 $;0,00 $;-0,68 $;5,68 $;-596,80 $;-0,68 $;0,00%;-0,68 $;0,00 $;-0,68 $;0,00 $;-0,68 $;30,00;30,00 $;100,00 $;100,68 $;0,11%;
27/03/2019;1;-474,72 $;-195,68 $;0,00 $;-195,68 $;5,68 $;-792,48 $;-195,68 $;0,00%;-195,68 $;0,00 $;-195,68 $;0,00 $;-195,68 $;30,00;220,00 $;25,00 $;220,68 $;0,11%;
29/03/2019;1;-255,40 $;219,32 $;219,32 $;0,00 $;5,68 $;-573,16 $;0,00 $;100,00%;219,32 $;219,32 $;0,00 $;219,32 $;0,00 $;30,00;30,00 $;250,00 $;30,68 $;0,11%;
01/04/2019;1;-281,08 $;-25,68 $;0,00 $;-25,68 $;5,68 $;-598,84 $;-25,68 $;0,00%;-25,68 $;0,00 $;-25,68 $;0,00 $;-25,68 $;30,00;35,00 $;75,00 $;100,68 $;0,11%;
02/04/2019;1;-291,76 $;-10,68 $;0,00 $;-10,68 $;5,68 $;-609,52 $;-10,68 $;0,00%;-10,68 $;0,00 $;-10,68 $;0,00 $;-10,68 $;30,00;45,00 $;45,00 $;55,68 $;0,11%;
04/04/2019;1;-347,44 $;-55,68 $;0,00 $;-55,68 $;5,68 $;-665,20 $;-55,68 $;0,00%;-55,68 $;0,00 $;-55,68 $;0,00 $;-55,68 $;15,00;110,00 $;10,00 $;65,68 $;0,11%;
08/04/2019;1;-358,12 $;-10,68 $;0,00 $;-10,68 $;5,68 $;-675,88 $;-10,68 $;0,00%;-10,68 $;0,00 $;-10,68 $;0,00 $;-10,68 $;30,00;15,00 $;75,00 $;85,68 $;0,11%;
10/04/2019;1;-423,80 $;-65,68 $;0,00 $;-65,68 $;5,68 $;-741,56 $;-65,68 $;0,00%;-65,68 $;0,00 $;-65,68 $;0,00 $;-65,68 $;30,00;135,00 $;40,00 $;105,68 $;0,11%;
11/04/2019;1;-484,48 $;-60,68 $;0,00 $;-60,68 $;5,68 $;-802,24 $;-60,68 $;0,00%;-60,68 $;0,00 $;-60,68 $;0,00 $;-60,68 $;30,00;55,00 $;40,00 $;100,68 $;0,11%;
17/04/2019;1;-445,16 $;39,32 $;39,32 $;0,00 $;5,68 $;-762,92 $;0,00 $;100,00%;39,32 $;39,32 $;0,00 $;39,32 $;0,00 $;30,00;15,00 $;50,00 $;10,68 $;0,11%;
18/04/2019;1;-385,84 $;59,32 $;59,32 $;0,00 $;5,68 $;-703,60 $;0,00 $;100,00%;59,32 $;59,32 $;0,00 $;59,32 $;0,00 $;30,00;50,00 $;105,00 $;45,68 $;0,11%;
23/04/2019;1;-386,52 $;-0,68 $;0,00 $;-0,68 $;5,68 $;-704,28 $;-0,68 $;0,00%;-0,68 $;0,00 $;-0,68 $;0,00 $;-0,68 $;15,00;35,00 $;55,00 $;55,68 $;0,11%;
25/04/2019;1;-362,20 $;24,32 $;24,32 $;0,00 $;5,68 $;-679,96 $;0,00 $;100,00%;24,32 $;24,32 $;0,00 $;24,32 $;0,00 $;15,00;10,00 $;50,00 $;25,68 $;0,11%;
26/04/2019;1;-317,88 $;44,32 $;44,32 $;0,00 $;5,68 $;-635,64 $;0,00 $;100,00%;44,32 $;44,32 $;0,00 $;44,32 $;0,00 $;30,00;45,00 $;95,00 $;50,68 $;0,11%;
29/04/2019;1;-368,56 $;-50,68 $;0,00 $;-50,68 $;5,68 $;-686,32 $;-50,68 $;0,00%;-50,68 $;0,00 $;-50,68 $;0,00 $;-50,68 $;15,00;65,00 $;25,00 $;75,68 $;0,11%;
30/04/2019;1;-359,24 $;9,32 $;9,32 $;0,00 $;5,68 $;-677,00 $;0,00 $;100,00%;9,32 $;9,32 $;0,00 $;9,32 $;0,00 $;15,00;35,00 $;15,00 $;5,68 $;0,11%;
01/05/2019;1;-389,92 $;-30,68 $;0,00 $;-30,68 $;5,68 $;-707,68 $;-30,68 $;0,00%;-30,68 $;0,00 $;-30,68 $;0,00 $;-30,68 $;15,00;40,00 $;25,00 $;55,68 $;0,11%;
