Ticker,Trades,Total Profit,Avg Trade,Volatility,Sharpe,Win Rate %,Profit Factor,Max DD %,Avg Corr
NQ 9-16 tp,693,67183.76,96.94626262626262,1141.1668228016588,1.3485970481503924,48.1962481962482,1.2536058100640313,-20.786749707338785,0.0019571047255428895
NQ 6-7 tp ,399,21103.68,52.89142857142857,343.21123110791524,2.446380895552966,60.40100250626567,1.5643081451564598,-21.064660982750873,0.0019571047255428895
