Total Trades,Total Profit,Max Drawdown €,Max Drawdown %,Sharpe Ratio,Largest Win,Largest Loss,Win Rate %,Profit Factor,Avg Trade
1092,88287.44000000338,-13219.159999999392,-530.1406428747681,1.376054189258065,6954.32,-3730.68,52.65567765567766,1.2920412305768258,80.84930402930404
