strategy,ticker,entry_date,entry_price,entry_shares,entry_value,entry_commission,exit_date,exit_price,exit_value,exit_commission,holding_days,pnl_usd,pnl_pct,total_commissions,exit_reason
APPROACH_D,LLY,2022-10-20,320.9227600097656,2.492811665883891,799.9999999999999,1.8,2022-10-21,332.33319091796875,828.4440552807308,1.8284440552807308,1,24.815611225450198,3.094987680899252,3.628444055280731,
APPROACH_D,UNH,2022-10-19,494.358154296875,1.6182599458439986,800.0,1.8,2022-10-21,507.0989685058594,820.6179493118395,1.8206179493118395,2,16.99733136252769,2.1198966528470553,3.6206179493118396,
APPROACH_D,GILD,2022-10-20,59.434505462646484,13.460194440463303,800.0,1.8,2022-10-21,60.8988037109375,819.7097391408269,1.8197097391408268,1,16.090029401686024,2.006738513555254,3.619709739140827,
APPROACH_D,MRK,2022-10-20,84.9813003540039,9.41383571053238,800.0,1.8,2022-10-24,89.03195190429688,838.1321682150713,1.8381321682150713,4,34.494036046856195,4.302074837472711,3.6381321682150713,
APPROACH_D,PEP,2022-10-20,155.84432983398438,5.133327602308102,800.0,1.8,2022-10-24,161.49783325195312,829.0212851452021,1.8290212851452021,4,25.392263860056914,3.1669074407653923,3.6290212851452024,
APPROACH_D,TJX,2022-10-20,62.62221145629883,12.77501993934346,800.0,1.8,2022-10-24,66.28218841552734,846.7562786316819,1.8467562786316818,4,43.10952235305024,5.376592959971345,3.646756278631682,
APPROACH_D,AMGN,2022-10-19,225.55516052246094,3.5468042413524627,800.0,1.8,2022-10-24,237.48773193359375,842.3224948912471,1.842322494891247,5,38.68017239635583,4.824167173404319,3.642322494891247,
APPROACH_D,DE,2022-10-20,350.73974609375,2.280893479879997,800.0,1.8,2022-10-24,370.2861022949219,844.5831564146648,1.8445831564146649,4,40.938573258250244,5.105833531834652,3.644583156414665,
APPROACH_D,SBUX,2022-10-19,81.5013656616211,9.81578644119235,800.0000000000001,1.8,2022-10-26,79.98345947265625,785.100557011357,1.785100557011357,7,-18.484543545654446,-2.305380836325074,3.5851005570113568,
APPROACH_D,EOG,2022-10-25,116.77406311035156,6.850836381740006,800.0,1.8,2022-10-27,118.87065887451172,814.3634345389104,1.8143634345389104,2,10.749071104371524,1.340617498674423,3.6143634345389106,
APPROACH_D,OXY,2022-10-28,68.61425018310547,11.659385592134328,800.0000000000001,1.8,2022-10-31,69.34014892578125,808.4635333417025,1.8084635333417025,3,4.855069808360668,0.6055213031130791,3.608463533341703,
APPROACH_D,EOG,2022-10-28,118.26910400390625,6.764234892432914,800.0,1.8,2022-11-01,120.5868911743164,815.6780568513217,1.8156780568513216,4,12.062378794470419,1.5044124213607408,3.615678056851322,
APPROACH_D,HAL,2022-10-28,33.683406829833984,23.750566682329353,800.0,1.8,2022-11-01,34.1987190246582,812.2389566453901,1.8122389566453903,4,8.626717688744748,1.0759188935825328,3.61223895664539,
APPROACH_D,DVN,2022-10-28,66.2961654663086,12.067062919446771,800.0,1.8,2022-11-01,67.42131042480469,813.5771950076706,1.8135771950076707,4,9.96361781266296,1.2426562500203244,3.6135771950076707,
APPROACH_D,LLY,2022-11-01,343.8507080078125,2.3265911087838256,799.9999999999999,1.8,2022-11-03,352.7254333496094,820.6478570731231,1.820647857073123,2,17.027209216050096,2.123623000255687,3.620647857073123,
APPROACH_D,JPM,2022-11-03,118.13655853271484,6.771824149409777,800.0,1.8,2022-11-04,121.36859130859375,821.8867576033807,1.8218867576033806,1,18.26487084577741,2.277983393087729,3.621886757603381,
APPROACH_D,MCD,2022-11-01,254.74595642089844,3.1403835069249046,800.0,1.8,2022-11-04,256.3045654296875,804.8946300249457,1.8048946300249458,3,1.2897353949208537,0.16085500061372582,3.604894630024946,
APPROACH_D,TJX,2022-11-01,68.7541275024414,11.63566507293097,800.0,1.8,2022-11-04,68.20800018310547,793.6454454250295,1.7936454454250295,3,-9.948200020395461,-1.2407333525062936,3.5936454454250297,
APPROACH_D,DE,2022-11-01,372.9920654296875,2.1448177431828173,800.0,1.8,2022-11-04,379.11407470703125,813.1305941219767,1.8131305941219766,3,9.51746352785483,1.187012163613723,3.6131305941219765,
APPROACH_D,APD,2022-10-27,230.9988555908203,3.4632206205258416,800.0,1.8,2022-11-04,256.0408935546875,886.7261022564558,1.8867261022564557,8,83.03937615419932,10.356619625118398,3.686726102256456,
APPROACH_D,PPG,2022-10-27,230.9988555908203,3.4632206205258416,800.0,1.8,2022-11-04,256.0408935546875,886.7261022564558,1.8867261022564557,8,83.03937615419932,10.356619625118398,3.686726102256456,
