strategy,ticker,entry_date,entry_price,entry_shares,entry_value,entry_commission,exit_date,exit_price,exit_value,exit_commission,holding_days,pnl_usd,pnl_pct,total_commissions
APPROACH_B,LLY,2022-02-14,227.36849975585938,2.6388879754418917,600.0,1.6,2022-02-25,243.02439880371094,641.3141637421077,1.6413141637421078,11,38.07284957836555,6.328598666616614,3.241314163742108
APPROACH_B,WMT,2022-02-14,42.46644973754883,14.128800587478358,600.0,1.6,2022-03-04,45.27853775024414,639.7314307658104,1.6397314307658104,18,36.491699335044586,6.065774490532677,3.2397314307658105
APPROACH_B,CAT,2022-02-14,186.4584503173828,3.2178750760756714,600.0,1.6,2022-03-11,200.39456176757812,644.8446656929963,1.6448446656929963,25,41.59982102730328,6.914863867570359,3.2448446656929963
APPROACH_B,GOOGL,2022-03-11,145.52450561523438,4.123016927378507,599.9999999999999,1.6,2022-03-17,157.23899841308594,648.2990521011956,1.6482990521011955,6,45.05075304909451,7.48848953608619,3.2482990521011956
APPROACH_B,NVDA,2022-02-14,24.221433639526367,24.771448665238157,600.0,1.6,2022-03-18,26.407821655273438,654.1599984943705,1.6541599984943705,32,50.90583849587608,8.461741771255998,3.2541599984943703
APPROACH_B,TMO,2022-02-14,555.3973999023438,1.0803075421409944,600.0,1.6,2022-03-18,583.3359985351562,630.1822788198774,1.6301822788198774,32,26.95209654105747,4.480069238872584,3.2301822788198775
APPROACH_B,AAPL,2022-02-25,161.82533264160156,3.7077013234314453,600.0,1.6,2022-03-24,170.87619018554688,633.5578764938755,1.6335578764938754,27,30.32431861738155,5.040611472304113,3.2335578764938755
APPROACH_B,MSFT,2022-03-04,160.1761474609375,3.7458760839926137,600.0,1.6,2022-03-24,170.87619018554688,640.0810341398134,1.6400810341398135,20,36.84095310567352,6.123828641235625,3.2400810341398136
APPROACH_B,INTC,2022-02-14,44.46500778198242,13.493756774807645,600.0,1.6,2022-03-24,48.240516662597656,650.9457985361482,1.6509457985361482,38,47.69485273761211,7.928000787502013,3.250945798536148
APPROACH_B,ORCL,2022-02-14,75.05274963378906,7.994377326981735,600.0,1.6,2022-03-28,79.47320556640625,635.3387926826367,1.6353387926826368,42,32.10345388995404,5.336345393941828,3.235338792682637
APPROACH_B,IBM,2022-02-14,113.09895324707031,5.305088886979086,600.0,1.6,2022-03-29,114.65445709228516,608.2520861629024,1.6082520861629024,43,5.043834076739472,0.8384032707346197,3.2082520861629025
APPROACH_B,ISRG,2022-02-14,281.1400146484375,2.134167918964838,600.0,1.6,2022-03-30,304.44000244140625,649.7260864600262,1.649726086460026,44,46.47636037356608,7.72545883869117,3.249726086460026
APPROACH_B,PEP,2022-02-14,148.49008178710938,4.0406739142363834,600.0,1.6,2022-04-01,152.21041870117188,615.032668320823,1.615032668320823,46,11.817635652502076,1.9643676284079248,3.215032668320823
APPROACH_B,PG,2022-02-14,142.55299377441406,4.208961061522723,600.0,1.6,2022-04-07,144.4810791015625,608.115236065261,1.6081152360652609,52,4.907120829195719,0.8156783293210969,3.208115236065261
APPROACH_B,MCD,2022-02-14,232.6126708984375,2.579395170876009,600.0,1.6,2022-04-07,234.8021240234375,605.6474648174844,1.6056474648174843,52,2.4418173526669307,0.4058871929300084,3.2056474648174844
APPROACH_B,GILD,2022-03-30,52.340232849121094,11.4634568350048,600.0,1.6,2022-04-19,55.07744598388672,631.3779246185939,1.6313779246185938,20,28.14654669397521,4.678614809503858,3.231377924618594
APPROACH_B,TJX,2022-03-29,61.004390716552734,9.835357634957871,600.0,1.6,2022-04-20,63.347434997558594,623.0446784582354,1.6230446784582355,22,19.82163377977713,3.294819444776784,3.2230446784582356
APPROACH_B,ABT,2022-02-14,114.31248474121094,5.248770520195799,600.0,1.6,2022-04-21,115.31964111328125,605.28633267495,1.60528633267495,66,2.0810463422750445,0.34591860742603797,3.20528633267495
APPROACH_B,GS,2022-03-18,50.1229133605957,11.970573132560407,600.0,1.6,2022-05-26,47.76069259643555,571.7228635873681,1.5717228635873681,69,-31.44885927621931,-5.227536448839645,3.171722863587368
APPROACH_B,C,2022-03-24,49.31010055541992,12.167892444787379,600.0,1.6,2022-05-26,47.76069259643555,581.1469706019806,1.5811469706019805,63,-22.034176368621388,-3.662595805954353,3.1811469706019806
APPROACH_B,AMD,2022-02-14,114.2699966430664,5.25072212852302,600.0,1.6,2022-06-02,108.58999633789062,570.175896707596,1.570175896707596,108,-32.99427918911158,-5.484421407764558,3.170175896707596
APPROACH_B,BA,2022-04-07,177.97000122070312,3.3713546995818215,600.0,1.6,2022-07-15,147.74000549316406,498.0839618356228,1.4980839618356228,99,-105.01412212621284,-17.45580487470293,3.0980839618356226
APPROACH_B,AAPL,2022-05-26,141.34927368164062,4.244804266567179,600.0,1.6,2022-07-19,148.4472198486328,630.1293921735127,1.6301293921735127,54,26.899262781339075,4.471287031472586,3.230129392173513
APPROACH_B,MSFT,2022-05-26,141.34927368164062,4.244804266567179,600.0,1.6,2022-07-19,148.4472198486328,630.1293921735127,1.6301293921735127,54,26.899262781339075,4.471287031472586,3.230129392173513
