Ticker,Trades,Total Profit,Avg Trade,Volatility,Sharpe,Win Rate %,Profit Factor,Max DD %,Avg Corr
nq orb 10x,442,68744.43999999997,155.53040723981894,1453.3120057460255,1.6988565864929834,65.83710407239819,1.3463410928073722,-33.15165698465983,0.4263103464175791
nq orb 0x2,481,63232.919999999984,131.4613721413721,1470.3439457797813,1.4193172911509182,62.99376299376299,1.2674136931817606,-23.029785509923265,0.4263103464175791
