Total Trades,Total Profit,Max Drawdown €,Max Drawdown %,Sharpe Ratio,Largest Win,Largest Loss,Win Rate %,Profit Factor,Avg Trade
923,131977.36000000167,-30805.08000000002,-103.87371578633619,1.5522898348868364,6149.32,-5815.68,64.35536294691224,1.303431999983814,142.98738894907905
