Total Trades,Total Profit,Max Drawdown €,Max Drawdown %,Sharpe Ratio,Largest Win,Largest Loss,Win Rate %,Profit Factor,Avg Trade
19721,1659210.4999999718,-157483.93999999992,-165.08370020593844,0.8440306467255174,36854.32,-19050.0,55.44850666801886,1.201367181790238,84.13419704883115
