Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
27,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3162,3176,7/15/2019 10:45:00 AM,7/15/2019 6:30:00 PM,FVG Short,Exit on session close,($143.78),$1107.94,$3.78,$200.00,$70.00,$213.78,32,
28,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3148,3152,7/18/2019 10:45:00 AM,7/18/2019 6:30:00 PM,FVG Short,Exit on session close,($43.78),$1064.16,$3.78,$280.00,$30.00,$73.78,32,
29,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3164,3164,7/22/2019 11:00:00 AM,7/22/2019 6:30:00 PM,FVG Long,Exit on session close,($3.78),$1060.38,$3.78,$100.00,$100.00,$103.78,31,
30,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3192,3207,7/23/2019 11:15:00 AM,7/23/2019 6:30:00 PM,FVG Long,Exit on session close,$146.22,$1206.60,$3.78,$30.00,$270.00,$123.78,30,
31,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3176,3129,7/30/2019 10:45:00 AM,7/30/2019 6:30:00 PM,FVG Short,Exit on session close,$466.22,$1672.82,$3.78,$10.00,$490.00,$23.78,32,
32,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2987,2978,8/5/2019 10:45:00 AM,8/5/2019 6:30:00 PM,FVG Short,Exit on session close,$86.22,$1759.04,$3.78,$200.00,$110.00,$23.78,32,
33,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3018,3009,8/12/2019 10:45:00 AM,8/12/2019 6:30:00 PM,FVG Short,Exit on session close,$86.22,$1845.26,$3.78,$10.00,$240.00,$153.78,32,
34,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3070,3072,8/21/2019 11:15:00 AM,8/21/2019 6:30:00 PM,FVG Long,Exit on session close,$16.22,$1861.48,$3.78,$90.00,$80.00,$63.78,30,
35,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3040,3044,8/28/2019 10:45:00 AM,8/28/2019 6:30:00 PM,FVG Long,Exit on session close,$36.22,$1897.70,$3.78,$290.00,$90.00,$53.78,32,
36,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3228,3228,9/19/2019 11:15:00 AM,9/19/2019 6:30:00 PM,FVG Long,Exit on session close,($3.78),$1893.92,$3.78,$110.00,$80.00,$83.78,30,
37,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3176,3194,9/25/2019 10:30:00 AM,9/25/2019 6:30:00 PM,FVG Short,Exit on session close,($183.78),$1710.14,$3.78,$210.00,$170.00,$353.78,33,
38,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3210,3217,9/26/2019 10:30:00 AM,9/26/2019 6:30:00 PM,FVG Long,Exit on session close,$66.22,$1776.36,$3.78,$30.00,$90.00,$23.78,33,
39,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3153,3168,10/10/2019 10:45:00 AM,10/10/2019 6:30:00 PM,FVG Long,Exit on session close,$146.22,$1922.58,$3.78,$150.00,$320.00,$173.78,32,
40,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3212,3245,10/11/2019 11:00:00 AM,10/11/2019 6:30:00 PM,FVG Long,Exit on session close,$326.22,$2248.80,$3.78,$10.00,$450.00,$123.78,31,
41,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3283,3292,10/23/2019 10:45:00 AM,10/23/2019 6:30:00 PM,FVG Long,Exit on session close,$86.22,$2335.02,$3.78,$120.00,$130.00,$43.78,32,
42,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3294,3293,10/31/2019 10:45:00 AM,10/31/2019 6:30:00 PM,FVG Short,Exit on session close,$6.22,$2341.24,$3.78,$140.00,$130.00,$123.78,32,
43,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3387,3393,11/8/2019 11:15:00 AM,11/8/2019 6:30:00 PM,FVG Long,Exit on session close,$56.22,$2397.46,$3.78,$110.00,$90.00,$33.78,30,
44,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3376,3393,11/13/2019 10:45:00 AM,11/13/2019 6:30:00 PM,FVG Short,Exit on session close,($173.78),$2223.68,$3.78,$180.00,$80.00,$253.78,32,
45,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3401,3395,11/15/2019 10:45:00 AM,11/15/2019 6:30:00 PM,FVG Long,Exit on session close,($63.78),$2159.90,$3.78,$220.00,$10.00,$73.78,32,
46,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3415,3389,11/19/2019 10:45:00 AM,11/19/2019 6:30:00 PM,FVG Long,Exit on session close,($263.78),$1896.12,$3.78,$360.00,$90.00,$353.78,32,
47,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3411,3402,11/27/2019 10:45:00 AM,11/27/2019 6:30:00 PM,FVG Long,Exit on session close,($93.78),$1802.34,$3.78,$110.00,$20.00,$113.78,32,
48,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3353,3355,12/4/2019 10:30:00 AM,12/4/2019 6:30:00 PM,FVG Long,Exit on session close,$16.22,$1818.56,$3.78,$110.00,$60.00,$43.78,33,
49,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3327,3363,12/10/2019 10:30:00 AM,12/10/2019 6:30:00 PM,FVG Short,Exit on session close,($363.78),$1454.78,$3.78,$430.00,$100.00,$463.78,33,
50,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3358,3378,12/11/2019 10:30:00 AM,12/11/2019 6:30:00 PM,FVG Short,Exit on session close,($203.78),$1251.00,$3.78,$280.00,$40.00,$243.78,33,
51,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3481,3493,1/2/2020 10:30:00 AM,1/2/2020 6:30:00 PM,FVG Long,Exit on session close,$116.22,$1367.22,$3.78,$70.00,$140.00,$23.78,33,
52,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3446,3467,1/3/2020 10:30:00 AM,1/3/2020 6:30:00 PM,FVG Short,Exit on session close,($213.78),$1153.44,$3.78,$230.00,$80.00,$293.78,33,
53,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3483,3463,1/22/2020 10:30:00 AM,1/22/2020 6:30:00 PM,FVG Short,Exit on session close,$196.22,$1349.66,$3.78,$70.00,$210.00,$13.78,33,
54,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3416,3385,1/27/2020 10:30:00 AM,1/27/2020 6:30:00 PM,FVG Short,Exit on session close,$306.22,$1655.88,$3.78,$20.00,$450.00,$143.78,33,
55,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3382,3340,1/31/2020 11:15:00 AM,1/31/2020 6:30:00 PM,FVG Short,Exit on session close,$416.22,$2072.10,$3.78,$10.00,$500.00,$83.78,30,
56,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3406,3432,2/4/2020 11:15:00 AM,2/4/2020 6:30:00 PM,FVG Long,Exit on session close,$256.22,$2328.32,$3.78,$40.00,$260.00,$3.78,30,
57,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3469,3478,2/5/2020 11:00:00 AM,2/5/2020 6:30:00 PM,FVG Long,Exit on session close,$86.22,$2414.54,$3.78,$100.00,$130.00,$43.78,31,
58,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3184,3248,2/26/2020 10:30:00 AM,2/26/2020 6:30:00 PM,FVG Short,Exit on session close,($643.78),$1770.76,$3.78,$1180.00,$20.00,$663.78,33,
59,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3050,3046,3/2/2020 11:15:00 AM,3/2/2020 6:30:00 PM,FVG Short,Exit on session close,$36.22,$1806.98,$3.78,$130.00,$900.00,$863.78,30,
60,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3095,3039,3/5/2020 10:45:00 AM,3/5/2020 6:30:00 PM,FVG Short,Exit on session close,$556.22,$2363.20,$3.78,$50.00,$620.00,$63.78,32,
61,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2303,2251,3/20/2020 10:45:00 AM,3/20/2020 6:30:00 PM,FVG Long,Exit on session close,($523.78),$1839.42,$3.78,$850.00,$120.00,$643.78,32,
62,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2344,2396,3/24/2020 11:15:00 AM,3/24/2020 6:30:00 PM,FVG Long,Exit on session close,$516.22,$2355.64,$3.78,$390.00,$1060.00,$543.78,30,
63,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2544,2419,3/25/2020 10:30:00 AM,3/25/2020 11:45:00 AM,FVG Long,Stop loss,($1253.78),$1101.86,$3.78,$1250.00,$0.00,$1253.78,6,
64,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2548,2597,4/8/2020 11:00:00 AM,4/8/2020 6:30:00 PM,FVG Short,Exit on session close,($493.78),$608.08,$3.78,$560.00,$70.00,$563.78,31,
65,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2607,2552,4/15/2020 10:30:00 AM,4/15/2020 6:30:00 PM,FVG Short,Exit on session close,$546.22,$1154.30,$3.78,$160.00,$670.00,$123.78,33,
66,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2575,2601,4/23/2020 11:00:00 AM,4/23/2020 6:30:00 PM,FVG Long,Exit on session close,$256.22,$1410.52,$3.78,$70.00,$530.00,$273.78,31,
67,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2544,2561,4/24/2020 10:45:00 AM,4/24/2020 6:30:00 PM,FVG Short,Exit on session close,($173.78),$1236.74,$3.78,$480.00,$10.00,$183.78,32,
68,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2523,2515,5/14/2020 10:30:00 AM,5/14/2020 6:30:00 PM,FVG Short,Exit on session close,$76.22,$1312.96,$3.78,$90.00,$540.00,$463.78,33,
69,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2599,2680,5/18/2020 10:30:00 AM,5/18/2020 6:30:00 PM,FVG Long,Exit on session close,$806.22,$2119.18,$3.78,$100.00,$910.00,$103.78,33,
70,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2675,2699,5/20/2020 10:45:00 AM,5/20/2020 6:30:00 PM,FVG Long,Exit on session close,$236.22,$2355.40,$3.78,$170.00,$400.00,$163.78,32,
71,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2671,2684,5/21/2020 10:45:00 AM,5/21/2020 6:30:00 PM,FVG Short,Exit on session close,($133.78),$2221.62,$3.78,$380.00,$50.00,$183.78,32,
72,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2712,2735,5/25/2020 11:00:00 AM,5/25/2020 6:30:00 PM,FVG Long,Exit on session close,$226.22,$2447.84,$3.78,$40.00,$310.00,$83.78,31,
73,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2772,2767,5/26/2020 10:45:00 AM,5/26/2020 6:30:00 PM,FVG Long,Exit on session close,($53.78),$2394.06,$3.78,$250.00,$70.00,$123.78,32,
74,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2791,2821,5/27/2020 10:30:00 AM,5/27/2020 6:30:00 PM,FVG Long,Exit on session close,$296.22,$2690.28,$3.78,$10.00,$470.00,$173.78,33,
75,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2843,2878,6/1/2020 10:45:00 AM,6/1/2020 6:30:00 PM,FVG Short,Exit on session close,($353.78),$2336.50,$3.78,$370.00,$50.00,$403.78,32,
76,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3071,3093,6/9/2020 11:00:00 AM,6/9/2020 6:30:00 PM,FVG Short,Exit on session close,($223.78),$2112.72,$3.78,$420.00,$40.00,$263.78,31,
77,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3097,3076,6/10/2020 11:15:00 AM,6/10/2020 6:30:00 PM,FVG Short,Exit on session close,$206.22,$2318.94,$3.78,$70.00,$350.00,$143.78,30,
78,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2977,2897,6/11/2020 11:15:00 AM,6/11/2020 6:30:00 PM,FVG Short,Exit on session close,$796.22,$3115.16,$3.78,$320.00,$870.00,$73.78,30,
79,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3058,3022,6/18/2020 11:15:00 AM,6/18/2020 6:30:00 PM,FVG Long,Exit on session close,($363.78),$2751.38,$3.78,$600.00,$80.00,$443.78,30,
80,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3052,3041,6/22/2020 11:15:00 AM,6/22/2020 6:30:00 PM,FVG Long,Exit on session close,($113.78),$2637.60,$3.78,$430.00,$110.00,$223.78,30,
81,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3027,2976,6/24/2020 10:45:00 AM,6/24/2020 6:30:00 PM,FVG Short,Exit on session close,$506.22,$3143.82,$3.78,$130.00,$640.00,$133.78,32,
82,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3032,2986,6/26/2020 11:15:00 AM,6/26/2020 6:30:00 PM,FVG Long,Exit on session close,($463.78),$2680.04,$3.78,$550.00,$250.00,$713.78,30,
83,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3003,3025,6/30/2020 11:15:00 AM,6/30/2020 6:30:00 PM,FVG Short,Exit on session close,($223.78),$2456.26,$3.78,$300.00,$70.00,$293.78,30,
84,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3101,3117,7/7/2020 11:00:00 AM,7/7/2020 6:30:00 PM,FVG Short,Exit on session close,($163.78),$2292.48,$3.78,$200.00,$100.00,$263.78,31,
85,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3169,3183,7/20/2020 11:15:00 AM,7/20/2020 6:30:00 PM,FVG Long,Exit on session close,$136.22,$2428.70,$3.78,$90.00,$260.00,$123.78,30,
86,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3056,3020,7/30/2020 11:00:00 AM,7/30/2020 6:30:00 PM,FVG Short,Exit on session close,$356.22,$2784.92,$3.78,$40.00,$830.00,$473.78,31,
87,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3061,3045,8/6/2020 10:30:00 AM,8/6/2020 6:30:00 PM,FVG Short,Exit on session close,$156.22,$2941.14,$3.78,$40.00,$380.00,$223.78,33,
88,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3034,3055,8/7/2020 11:00:00 AM,8/7/2020 6:30:00 PM,FVG Short,Exit on session close,($213.78),$2727.36,$3.78,$240.00,$140.00,$353.78,31,
89,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3043,3060,8/10/2020 10:45:00 AM,8/10/2020 6:30:00 PM,FVG Short,Exit on session close,($173.78),$2553.58,$3.78,$300.00,$40.00,$213.78,32,
90,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3141,3130,8/11/2020 11:15:00 AM,8/11/2020 6:30:00 PM,FVG Long,Exit on session close,($113.78),$2439.80,$3.78,$210.00,$110.00,$223.78,30,
91,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3095,3099,8/14/2020 10:30:00 AM,8/14/2020 6:30:00 PM,FVG Short,Exit on session close,($43.78),$2396.02,$3.78,$170.00,$190.00,$233.78,33,
92,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3114,3088,8/18/2020 10:45:00 AM,8/18/2020 6:30:00 PM,FVG Long,Exit on session close,($263.78),$2132.24,$3.78,$350.00,$220.00,$483.78,32,
93,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3061,3081,8/20/2020 10:45:00 AM,8/20/2020 6:30:00 PM,FVG Short,Exit on session close,($203.78),$1928.46,$3.78,$320.00,$20.00,$223.78,32,
94,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3129,3127,8/24/2020 11:15:00 AM,8/24/2020 6:30:00 PM,FVG Long,Exit on session close,($23.78),$1904.68,$3.78,$120.00,$120.00,$143.78,30,
95,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3143,3127,8/27/2020 10:45:00 AM,8/27/2020 6:30:00 PM,FVG Short,Exit on session close,$156.22,$2060.90,$3.78,$140.00,$180.00,$23.78,32,
96,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3087,3077,9/1/2020 10:45:00 AM,9/1/2020 6:30:00 PM,FVG Short,Exit on session close,$96.22,$2157.12,$3.78,$160.00,$400.00,$303.78,32,
97,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3136,3150,9/2/2020 10:45:00 AM,9/2/2020 6:30:00 PM,FVG Long,Exit on session close,$136.22,$2293.34,$3.78,$90.00,$270.00,$133.78,32,
98,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3093,3074,9/8/2020 10:45:00 AM,9/8/2020 6:30:00 PM,FVG Short,Exit on session close,$186.22,$2479.56,$3.78,$30.00,$480.00,$293.78,32,
99,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3132,3139,9/15/2020 11:15:00 AM,9/15/2020 6:30:00 PM,FVG Long,Exit on session close,$66.22,$2545.78,$3.78,$0.00,$190.00,$123.78,30,
100,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3002,2981,9/21/2020 11:15:00 AM,9/21/2020 6:30:00 PM,FVG Short,Exit on session close,$206.22,$2752.00,$3.78,$160.00,$460.00,$253.78,30,
101,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3026,2986,9/23/2020 11:15:00 AM,9/23/2020 6:30:00 PM,FVG Long,Exit on session close,($403.78),$2348.22,$3.78,$470.00,$40.00,$443.78,30,
102,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2949,2941,9/25/2020 10:45:00 AM,9/25/2020 6:30:00 PM,FVG Short,Exit on session close,$76.22,$2424.44,$3.78,$90.00,$440.00,$363.78,32,
103,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3001,3017,9/30/2020 10:30:00 AM,9/30/2020 6:30:00 PM,FVG Short,Exit on session close,($163.78),$2260.66,$3.78,$340.00,$120.00,$283.78,33,
104,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2996,3003,10/1/2020 11:15:00 AM,10/1/2020 6:30:00 PM,FVG Short,Exit on session close,($73.78),$2186.88,$3.78,$260.00,$90.00,$163.78,30,
105,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3097,3116,10/12/2020 11:00:00 AM,10/12/2020 6:30:00 PM,FVG Long,Exit on session close,$186.22,$2373.10,$3.78,$90.00,$210.00,$23.78,31,
106,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3007,3009,10/15/2020 10:45:00 AM,10/15/2020 6:30:00 PM,FVG Short,Exit on session close,($23.78),$2349.32,$3.78,$100.00,$220.00,$243.78,32,
107,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2988,2972,10/21/2020 11:00:00 AM,10/21/2020 6:30:00 PM,FVG Short,Exit on session close,$156.22,$2505.54,$3.78,$10.00,$170.00,$13.78,15,
108,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3013,3014,10/23/2020 10:30:00 AM,10/23/2020 11:00:00 AM,FVG Long,Exit on session close,$6.22,$2511.76,$3.78,$10.00,$50.00,$43.78,3,
109,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,2890,2877,10/27/2020 10:45:00 AM,10/27/2020 6:30:00 PM,FVG Short,Exit on session close,$126.22,$2637.98,$3.78,$240.00,$210.00,$83.78,32,
110,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2793,2840,11/2/2020 10:30:00 AM,11/2/2020 6:30:00 PM,FVG Long,Exit on session close,$466.22,$3104.20,$3.78,$40.00,$550.00,$83.78,33,
111,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2893,2912,11/3/2020 11:15:00 AM,11/3/2020 6:30:00 PM,FVG Long,Exit on session close,$186.22,$3290.42,$3.78,$110.00,$260.00,$73.78,30,
112,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,2928,2985,11/4/2020 11:00:00 AM,11/4/2020 6:30:00 PM,FVG Long,Exit on session close,$566.22,$3856.64,$3.78,$330.00,$590.00,$23.78,31,
113,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3249,3267,11/10/2020 10:45:00 AM,11/10/2020 6:30:00 PM,FVG Long,Exit on session close,$176.22,$4032.86,$3.78,$180.00,$280.00,$103.78,32,
114,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Long,1,3269,3235,11/12/2020 11:00:00 AM,11/12/2020 6:30:00 PM,FVG Long,Exit on session close,($343.78),$3689.08,$3.78,$350.00,$50.00,$393.78,31,
115,FESX DEC25,Backtest,FairValueGapStrategyFiltered,Short,1,3266,3269,11/19/2020 10:30:00 AM,11/19/2020 6:30:00 PM,FVG Short,Exit on session close,($33.78),$3655.30,$3.78,$140.00,$110.00,$143.78,33,
