Ticker,Period,Net profit
BTC,2023-11-17 16:15:00,-2515.92
BTC,2023-11-20 16:15:00,-2515.92
BTC,2023-11-21 15:30:00,-2515.92
BTC,2023-11-22 16:15:00,-2515.92
BTC,2023-11-28 15:30:00,2584.08
BTC,2023-11-30 15:30:00,-40.92
BTC,2023-12-05 16:00:00,9884.08
BTC,2023-12-08 16:15:00,2434.08
BTC,2023-12-12 16:15:00,459.08
BTC,2023-12-15 16:00:00,-715.92
BTC,2023-12-20 15:30:00,-590.92
BTC,2023-12-22 15:45:00,-2515.92
BTC,2023-12-28 15:45:00,1534.08
BTC,2023-12-29 16:15:00,-2515.92
BTC,2024-01-11 15:30:00,-2515.92
BTC,2024-01-12 16:15:00,10209.08
BTC,2024-01-15 15:45:00,-2515.92
BTC,2024-01-16 15:30:00,-2515.92
BTC,2024-01-19 16:00:00,-2515.92
BTC,2024-01-22 15:45:00,5409.08
BTC,2024-01-23 15:30:00,-2515.92
BTC,2024-01-26 16:15:00,2184.08
BTC,2024-01-30 16:00:00,-2540.92
BTC,2024-02-08 15:30:00,509.08
BTC,2024-02-12 15:45:00,8984.08
BTC,2024-02-15 16:00:00,-2515.92
BTC,2024-02-26 16:00:00,15459.08
BTC,2024-03-04 16:15:00,10484.08
BTC,2024-03-05 16:15:00,-2515.92
BTC,2024-03-06 15:30:00,-2515.92
BTC,2024-03-07 15:45:00,-2515.92
BTC,2024-03-08 16:15:00,-2515.92
BTC,2024-03-11 15:45:00,-340.92
BTC,2024-03-14 16:15:00,1509.08
BTC,2024-03-18 16:15:00,-2515.92
BTC,2024-03-19 15:45:00,-2515.92
BTC,2024-03-25 15:30:00,8409.08
BTC,2024-03-27 15:30:00,-2515.92
BTC,2024-03-28 16:15:00,-2515.92
BTC,2024-04-02 15:30:00,-2515.92
BTC,2024-04-04 15:45:00,5659.08
BTC,2024-04-05 16:15:00,609.08
BTC,2024-04-12 15:45:00,24984.08
BTC,2024-04-22 15:30:00,3484.08
BTC,2024-04-23 16:15:00,-2515.92
BTC,2024-04-24 15:30:00,9784.08
BTC,2024-04-25 15:30:00,-2515.92
BTC,2024-04-26 15:30:00,-2515.92
BTC,2024-04-26 16:15:00,-2515.92
BTC,2024-04-29 16:15:00,-2515.92
BTC,2024-05-03 15:30:00,8484.08
BTC,2024-05-06 16:15:00,-2515.92
BTC,2024-05-09 16:15:00,-2515.92
BTC,2024-05-15 16:00:00,9734.08
BTC,2024-05-16 16:00:00,-2515.92
BTC,2024-05-22 16:15:00,-2515.92
BTC,2024-05-23 15:30:00,8784.08
BTC,2024-05-24 15:30:00,-2515.92
BTC,2024-05-27 15:30:00,1909.08
BTC,2024-05-28 15:30:00,-915.92
BTC,2024-05-31 16:15:00,2809.08
BTC,2024-06-03 16:15:00,-2515.92
BTC,2024-06-04 15:45:00,6009.08
BTC,2024-06-10 15:30:00,-2515.92
BTC,2024-06-11 16:15:00,-2515.92
BTC,2024-06-13 15:45:00,-2515.92
BTC,2024-06-17 16:15:00,-2515.92
BTC,2024-06-26 16:15:00,-2515.92
BTC,2024-06-27 15:45:00,-165.92
BTC,2024-07-04 15:30:00,-2515.92
BTC,2024-07-18 16:15:00,3309.08
BTC,2024-07-19 16:15:00,9234.08
BTC,2024-07-23 16:15:00,-2515.92
BTC,2024-07-26 16:15:00,-2515.92
BTC,2024-07-30 16:15:00,934.08
BTC,2024-08-02 16:15:00,-2515.92
BTC,2024-08-12 16:15:00,-2515.92
BTC,2024-08-13 16:15:00,6159.08
BTC,2024-08-14 16:15:00,4609.08
BTC,2024-08-19 15:45:00,-2515.92
BTC,2024-08-19 16:15:00,-2515.92
BTC,2024-08-20 16:15:00,-2515.92
BTC,2024-08-23 15:30:00,13959.08
BTC,2024-08-26 15:45:00,-2515.92
BTC,2024-08-28 15:30:00,5184.08
BTC,2024-09-02 15:45:00,-2515.92
BTC,2024-09-03 16:15:00,4384.08
BTC,2024-09-04 15:45:00,-2515.92
BTC,2024-09-06 16:15:00,15584.08
BTC,2024-09-11 16:15:00,-2515.92
BTC,2024-09-13 16:15:00,9409.08
BTC,2024-09-19 15:45:00,-2515.92
BTC,2024-09-25 15:30:00,2434.08
BTC,2024-10-01 15:45:00,13159.08
BTC,2024-10-02 15:30:00,-2515.92
BTC,2024-10-07 16:15:00,-2515.92
BTC,2024-10-08 16:00:00,-2515.92
BTC,2024-10-11 16:00:00,7984.08
BTC,2024-10-14 16:15:00,4534.08
BTC,2024-10-15 16:15:00,-2515.92
BTC,2024-10-18 15:45:00,3209.08
BTC,2024-10-21 15:45:00,2809.08
BTC,2024-10-24 15:30:00,2934.08
BTC,2024-10-30 15:30:00,-2515.92
BTC,2024-10-31 15:30:00,5534.08
BTC,2024-11-01 15:30:00,-2515.92
BTC,2024-11-04 15:30:00,4159.08
BTC,2024-11-05 16:00:00,-2515.92
BTC,2024-11-08 15:30:00,1884.08
BTC,2024-11-12 16:15:00,-2515.92
BTC,2024-11-13 16:15:00,-2515.92
BTC,2024-11-14 16:15:00,-2515.92
BTC,2024-11-15 15:45:00,-2515.92
BTC,2024-11-18 15:45:00,-2515.92
BTC,2024-11-25 15:45:00,22159.08
BTC,2024-11-26 15:30:00,-2515.92
BTC,2024-11-27 15:30:00,8209.08
BTC,2024-11-28 15:30:00,-2515.92
BTC,2024-11-29 16:15:00,-2515.92
BTC,2024-12-02 16:00:00,-2515.92
BTC,2024-12-02 16:15:00,-2515.92
BTC,2024-12-03 15:30:00,-2515.92
BTC,2024-12-05 16:15:00,-2515.92
BTC,2024-12-09 16:15:00,-2515.92
BTC,2024-12-11 16:15:00,7484.08
BTC,2024-12-13 15:30:00,-2515.92
BTC,2024-12-16 15:45:00,8409.08
BTC,2024-12-17 15:45:00,-2515.92
BTC,2024-12-18 15:30:00,-2515.92
BTC,2024-12-19 16:15:00,24984.08
BTC,2024-12-23 16:15:00,-3190.92
BTC,2024-12-24 15:30:00,12059.08
BTC,2024-12-27 16:15:00,5734.08
BTC,2024-12-30 15:30:00,-2515.92
BTC,2025-01-02 16:15:00,-2515.92
BTC,2025-01-03 15:45:00,6509.08
BTC,2025-01-06 16:15:00,7534.08
BTC,2025-01-10 15:45:00,-2515.92
BTC,2025-01-14 16:00:00,-2515.92
BTC,2025-01-15 15:30:00,7634.08
BTC,2025-01-16 16:15:00,-2515.92
BTC,2025-01-21 16:15:00,-2515.92
BTC,2025-01-22 15:30:00,-2515.92
BTC,2025-01-23 16:15:00,-2515.92
BTC,2025-01-24 16:15:00,-2515.92
BTC,2025-01-27 15:30:00,-2515.92
BTC,2025-01-29 15:45:00,-2515.92
BTC,2025-01-30 16:15:00,-2515.92
BTC,2025-01-31 16:15:00,-2515.92
BTC,2025-02-04 15:30:00,-2515.92
BTC,2025-02-04 16:15:00,-2515.92
BTC,2025-02-07 15:30:00,-2515.92
BTC,2025-02-11 15:30:00,6059.08
BTC,2025-02-14 16:15:00,-2515.92
BTC,2025-02-17 15:30:00,-2515.92
BTC,2025-02-18 16:15:00,-340.92
BTC,2025-02-20 15:30:00,-2515.92
BTC,2025-02-24 15:30:00,20934.08
BTC,2025-02-25 16:15:00,-2515.92
BTC,2025-02-26 15:30:00,-2515.92
BTC,2025-03-07 16:15:00,-2515.92
BTC,2025-03-10 15:30:00,-2515.92
BTC,2025-03-13 15:30:00,4984.08
BTC,2025-03-14 16:15:00,2634.08
BTC,2025-03-19 15:30:00,-2515.92
BTC,2025-03-24 15:45:00,-2515.92
BTC,2025-03-26 15:30:00,884.08
BTC,2025-03-28 15:45:00,3084.08
BTC,2025-04-02 16:15:00,-2515.92
BTC,2025-04-03 15:30:00,-2515.92
BTC,2025-04-08 15:45:00,-2515.92
BTC,2025-04-11 16:15:00,-2515.92
BTC,2025-04-15 15:30:00,-2515.92
BTC,2025-04-16 15:30:00,-2515.92
BTC,2025-04-22 15:30:00,7759.08
BTC,2025-04-23 15:45:00,-2515.92
BTC,2025-04-28 16:15:00,-2515.92
BTC,2025-04-30 16:15:00,-2515.92
BTC,2025-05-01 15:45:00,-2515.92
BTC,2025-05-06 15:45:00,-2515.92
BTC,2025-05-15 16:15:00,-2515.92
BTC,2025-05-16 16:15:00,-2515.92
BTC,2025-05-21 16:15:00,-2515.92
BTC,2025-05-27 15:45:00,-2515.92
BTC,2025-05-28 15:30:00,5659.08
BTC,2025-05-29 16:00:00,10959.08
BTC,2025-05-30 15:45:00,6484.08
BTC,2025-06-05 15:30:00,-2515.92
BTC,2025-06-05 16:15:00,15159.08
BTC,2025-06-13 15:30:00,-2515.92
BTC,2025-06-17 15:30:00,5059.08
BTC,2025-06-18 15:45:00,-2515.92
BTC,2025-06-19 16:15:00,-2565.92
BTC,2025-06-23 15:45:00,-2515.92
BTC,2025-06-25 15:45:00,-2515.92
BTC,2025-07-02 15:45:00,6884.08
BTC,2025-07-03 15:45:00,1484.08
BTC,2025-07-04 15:30:00,5359.08
BTC,2025-07-08 16:15:00,-2515.92
BTC,2025-07-09 15:45:00,-2515.92
BTC,2025-07-18 15:45:00,-2515.92
BTC,2025-07-21 16:15:00,-2515.92
BTC,2025-07-23 15:30:00,-2515.92
BTC,2025-08-01 16:00:00,-2515.92
BTC,2025-08-06 15:30:00,-2515.92
BTC,2025-08-11 16:15:00,-2515.92
BTC,2025-08-13 15:45:00,-2515.92
