Total Trades,Total Profit,Avg Trade,Win Rate %,Profit Factor,Sharpe Ratio,Max DD €,Max DD %,Best Trade,Worst Trade,Std Dev
6222,957785.379999984,153.93529090324654,44.63195114111218,1.3010261149389564,1.2462817017106627,-47200.040000001434,-4.892283919145024,24984.08,-3190.92,1960.750112116755
