Total Trades,Total Profit,Avg Trade,Win Rate %,Profit Factor,Sharpe Ratio,Max DD €,Max DD %,Best Trade,Worst Trade,Std Dev
2778,4139520.559999972,1490.1081929445647,99.96400287976962,inf,11.293640587625656,0.0,0.0,24984.08,0.0,2094.5180650237185
