Ticker,Total Trades,Total Profit,Avg Trade,Win Rate %,Profit Factor,Sharpe Ratio,Max DD %,Std Dev,Avg Corr
FDAX,572,1261042.5599999921,2204.61986013986,100.0,inf,18.59483482000392,0.0,1882.0955201244985,0.06671921323950596
BTC,264,1066922.1199999985,4041.371666666667,100.0,inf,13.102741713981457,0.0,4896.28718278393,0.01867950524065388
NQ,356,573400.0,1610.6741573033707,99.71910112359551,inf,38.86617043440778,0.0,657.864134657935,0.07950096044670736
ES,432,565221.2400000006,1308.3825,100.0,inf,50.94238581698259,0.0,407.71408632317645,0.07655786263499258
GC,495,476240.6000000017,962.1022222222223,100.0,inf,15.623609710844423,0.0,977.55253604003,-0.019089829848555593
NG,391,128597.08000000045,328.89278772378515,100.0,inf,29.214869140926975,0.0,178.71074899340437,-0.09774703435578243
FESX,268,68096.96000000018,254.09313432835825,100.0,inf,16.513143053016954,0.0,244.26624578618,0.06878795788969477
