Total Trades,Total Profit,Avg Trade,Win Rate %,Profit Factor,Sharpe Ratio,Max DD €,Max DD %,Best Trade,Worst Trade,Std Dev
482,123064.56000000081,255.32066390041484,52.4896265560166,1.3780800585735093,1.5349200297665933,-28083.340000000004,-22.2351419142749,25556.74,-10655.68,2640.587007099488
