Ticker,Total Trades,Total Profit,Avg Trade,Win Rate %,Profit Factor,Sharpe Ratio,Max DD %,Std Dev,Avg Corr
ES,346,70507.04000000001,203.7775722543352,53.179190751445084,1.4434178581571808,1.5400080616478102,-39.83054741767631,2100.5530778088832,0.4124314074365991
NQ,136,52557.519999999975,386.45235294117634,50.73529411764706,1.315678678719082,1.6719798522605727,-39.73054003831199,3669.147632643004,0.4124314074365991
