Total Trades,Total Profit,Max Drawdown €,Max Drawdown %,Sharpe Ratio,Largest Win,Largest Loss,Win Rate %,Profit Factor,Avg Trade
14629,1307629.8999999056,-124517.26000000007,-210.92429629654802,0.8475271827391767,36854.32,-19050.0,55.60188666347665,1.201241569300662,89.38614396062611
